Date,Time,Event,Asset,Rate,Currency,Amount,Amount_Unit,AUD_Value,Fee_Amount,Fee_Unit,Fee_AUD,Balance,Balance_Unit
10/04/2022,10:59:59,REWARD,LUNC,,,0.00033811,LUNC,0.04364654,0.000,LUNC,0,2.05863288,LUNC
11/04/2022,10:59:59,REWARD,SOL,,,0.00037514,SOL,0.05626783,0.000,SOL,0,2.28401731,SOL
11/04/2022,10:59:59,REWARD,MATIC,,,0.08337670,MATIC,0.16081232,0.000,MATIC,0,253.86195113,MATIC
11/04/2022,10:59:59,REWARD,LUNC,,,0.00033816,LUNC,0.0413931,0.000,LUNC,0,2.05897104,LUNC
12/04/2022,10:59:59,REWARD,SOL,,,0.00037520,SOL,0.05097948,0.000,SOL,0,2.28439251,SOL
12/04/2022,10:59:59,REWARD,MATIC,,,0.08340409,MATIC,0.15126172,0.000,MATIC,0,253.94535522,MATIC
12/04/2022,10:59:59,REWARD,LUNC,,,0.00033822,LUNC,0.03777294,0.000,LUNC,0,2.05930926,LUNC
13/04/2022,10:59:59,REWARD,SOL,,,0.00037526,SOL,0.05168317,0.000,SOL,0,2.28476777,SOL
13/04/2022,10:59:59,REWARD,MATIC,,,0.08343149,MATIC,0.15656622,0.000,MATIC,0,254.02878671,MATIC
13/04/2022,10:59:59,REWARD,LUNC,,,0.00033828,LUNC,0.03796057,0.000,LUNC,0,2.05964754,LUNC
14/04/2022,10:59:59,REWARD,SOL,,,0.00037532,SOL,0.05302844,0.000,SOL,0,2.28514309,SOL
14/04/2022,10:59:59,REWARD,MATIC,,,0.08345890,MATIC,0.1610365,0.000,MATIC,0,254.11224561,MATIC
14/04/2022,10:59:59,REWARD,LUNC,,,0.00033833,LUNC,0.04061059,0.000,LUNC,0,2.05998587,LUNC
15/04/2022,10:59:59,REWARD,SOL,,,0.00037538,SOL,0.05089728,0.000,SOL,0,2.28551847,SOL
15/04/2022,10:59:59,REWARD,MATIC,,,0.08348632,MATIC,0.15582559,0.000,MATIC,0,254.19573193,MATIC
15/04/2022,10:59:59,REWARD,LUNC,,,0.00033839,LUNC,0.03711762,0.000,LUNC,0,2.06032426,LUNC
16/04/2022,10:59:59,REWARD,SOL,,,0.00037544,SOL,0.05165862,0.000,SOL,0,2.28589391,SOL
16/04/2022,10:59:59,REWARD,MATIC,,,0.08351375,MATIC,0.15784716,0.000,MATIC,0,254.27924568,MATIC
16/04/2022,10:59:59,REWARD,LUNC,,,0.00033844,LUNC,0.03695042,0.000,LUNC,0,2.0606627,LUNC
16/04/2022,11:36:27,BUY,ETH,4118.22087080,AUD,0.13637200,ETH,565,0.00082317,ETH,3.38221496,0.13637303,ETH
17/04/2022,10:59:59,REWARD,SOL,,,0.00037551,SOL,0.05175852,0.000,SOL,0,2.28626942,SOL
17/04/2022,10:59:59,REWARD,MATIC,,,0.08354119,MATIC,0.15654318,0.000,MATIC,0,254.36278687,MATIC
17/04/2022,10:59:59,REWARD,LUNC,,,0.00033850,LUNC,0.03705263,0.000,LUNC,0,2.0610012,LUNC
18/04/2022,10:59:59,REWARD,SOL,,,0.00037557,SOL,0.05127476,0.000,SOL,0,2.28664499,SOL
18/04/2022,10:59:59,REWARD,MATIC,,,0.08356864,MATIC,0.15215564,0.000,MATIC,0,254.44635551,MATIC
18/04/2022,10:59:59,REWARD,LUNC,,,0.00033855,LUNC,0.03597955,0.000,LUNC,0,2.06133975,LUNC
19/04/2022,10:59:59,REWARD,SOL,,,0.00037563,SOL,0.05284961,0.000,SOL,0,2.28702062,SOL
19/04/2022,10:59:59,REWARD,MATIC,,,0.08359609,MATIC,0.16059341,0.000,MATIC,0,254.5299516,MATIC
19/04/2022,10:59:59,REWARD,LUNC,,,0.00033861,LUNC,0.04135167,0.000,LUNC,0,2.06167836,LUNC
20/04/2022,10:59:59,REWARD,SOL,,,0.00037569,SOL,0.05460162,0.000,SOL,0,2.28739631,SOL
20/04/2022,10:59:59,REWARD,MATIC,,,0.08362356,MATIC,0.16380924,0.000,MATIC,0,254.61357516,MATIC
20/04/2022,10:59:59,REWARD,LUNC,,,0.00033866,LUNC,0.0431439,0.000,LUNC,0,2.06201702,LUNC
21/04/2022,10:59:59,REWARD,SOL,,,0.00037575,SOL,0.05363069,0.000,SOL,0,2.28777206,SOL
21/04/2022,10:59:59,REWARD,MATIC,,,0.08365103,MATIC,0.1608117,0.000,MATIC,0,254.69722619,MATIC
21/04/2022,10:59:59,REWARD,LUNC,,,0.00033872,LUNC,0.04337575,0.000,LUNC,0,2.06235574,LUNC
22/04/2022,10:59:59,REWARD,SOL,,,0.00037581,SOL,0.05248694,0.000,SOL,0,2.28814787,SOL
22/04/2022,10:59:59,REWARD,MATIC,,,0.08367852,MATIC,0.15835971,0.000,MATIC,0,254.78090471,MATIC
22/04/2022,10:59:59,REWARD,LUNC,,,0.00033878,LUNC,0.04261964,0.000,LUNC,0,2.06269452,LUNC
23/04/2022,10:59:59,REWARD,SOL,,,0.00037588,SOL,0.05192644,0.000,SOL,0,2.28852375,SOL
23/04/2022,10:59:59,REWARD,MATIC,,,0.08370601,MATIC,0.16042693,0.000,MATIC,0,254.86461072,MATIC
23/04/2022,10:59:59,REWARD,LUNC,,,0.00033883,LUNC,0.04358642,0.000,LUNC,0,2.06303335,LUNC
24/04/2022,10:59:59,REWARD,SOL,,,0.00037594,SOL,0.05258161,0.000,SOL,0,2.28889969,SOL
24/04/2022,10:59:59,REWARD,MATIC,,,0.08373351,MATIC,0.15752404,0.000,MATIC,0,254.94834423,MATIC
24/04/2022,10:59:59,REWARD,LUNC,,,0.00033889,LUNC,0.04252483,0.000,LUNC,0,2.06337224,LUNC
25/04/2022,10:59:59,REWARD,SOL,,,0.00037600,SOL,0.05041741,0.000,SOL,0,2.28927569,SOL
25/04/2022,10:59:59,REWARD,MATIC,,,0.08376102,MATIC,0.1527631,0.000,MATIC,0,255.03210525,MATIC
25/04/2022,10:59:59,REWARD,LUNC,,,0.00033894,LUNC,0.04211768,0.000,LUNC,0,2.06371118,LUNC
26/04/2022,10:59:59,REWARD,SOL,,,0.00037606,SOL,0.05290184,0.000,SOL,0,2.28965175,SOL
26/04/2022,10:59:59,REWARD,MATIC,,,0.08378854,MATIC,0.15681429,0.000,MATIC,0,255.11589379,MATIC
26/04/2022,10:59:59,REWARD,LUNC,,,0.00033900,LUNC,0.04527472,0.000,LUNC,0,2.06405018,LUNC
27/04/2022,10:59:59,REWARD,SOL,,,0.00037612,SOL,0.05060929,0.000,SOL,0,2.29002787,SOL
27/04/2022,10:59:59,REWARD,MATIC,,,0.08381607,MATIC,0.14704108,0.000,MATIC,0,255.19970986,MATIC
27/04/2022,10:59:59,REWARD,LUNC,,,0.00033905,LUNC,0.04212728,0.000,LUNC,0,2.06438923,LUNC
28/04/2022,10:59:59,REWARD,SOL,,,0.00037619,SOL,0.05255987,0.000,SOL,0,2.29040406,SOL
28/04/2022,10:59:59,REWARD,MATIC,,,0.08384360,MATIC,0.14846728,0.000,MATIC,0,255.28355346,MATIC
28/04/2022,10:59:59,REWARD,LUNC,,,0.00033911,LUNC,0.04262384,0.000,LUNC,0,2.06472834,LUNC
29/04/2022,10:59:59,REWARD,SOL,,,0.00037625,SOL,0.05192244,0.000,SOL,0,2.29078031,SOL
29/04/2022,10:59:59,REWARD,MATIC,,,0.08387115,MATIC,0.14614499,0.000,MATIC,0,255.36742461,MATIC
29/04/2022,10:59:59,REWARD,LUNC,,,0.00033917,LUNC,0.04227517,0.000,LUNC,0,2.06506751,LUNC
30/04/2022,10:59:59,REWARD,SOL,,,0.00037631,SOL,0.05037683,0.000,SOL,0,2.29115662,SOL
30/04/2022,10:59:59,REWARD,MATIC,,,0.08389870,MATIC,0.13818364,0.000,MATIC,0,255.45132331,MATIC
30/04/2022,10:59:59,REWARD,LUNC,,,0.00033922,LUNC,0.04139388,0.000,LUNC,0,2.06540673,LUNC
1/05/2022,10:59:59,REWARD,SOL,,,0.00037637,SOL,0.04557482,0.000,SOL,0,2.29153299,SOL
1/05/2022,10:59:59,REWARD,MATIC,,,0.08392627,MATIC,0.12485407,0.000,MATIC,0,255.53524958,MATIC
1/05/2022,10:59:59,REWARD,LUNC,,,0.00033928,LUNC,0.03779682,0.000,LUNC,0,2.06574601,LUNC
2/05/2022,10:59:59,REWARD,SOL,,,0.00037643,SOL,0.04822854,0.000,SOL,0,2.29190942,SOL
2/05/2022,10:59:59,REWARD,MATIC,,,0.08395384,MATIC,0.13179464,0.000,MATIC,0,255.61920342,MATIC
2/05/2022,10:59:59,REWARD,LUNC,,,0.00033933,LUNC,0.03988913,0.000,LUNC,0,2.06608534,LUNC
3/05/2022,10:59:59,REWARD,SOL,,,0.00037649,SOL,0.04615251,0.000,SOL,0,2.29228591,SOL
3/05/2022,10:59:59,REWARD,MATIC,,,0.08398142,MATIC,0.12858365,0.000,MATIC,0,255.70318484,MATIC
3/05/2022,10:59:59,REWARD,LUNC,,,0.00033939,LUNC,0.03948998,0.000,LUNC,0,2.06642473,LUNC
4/05/2022,10:59:59,REWARD,SOL,,,0.00037656,SOL,0.04575213,0.000,SOL,0,2.29266247,SOL
4/05/2022,10:59:59,REWARD,MATIC,,,0.08400902,MATIC,0.12898365,0.000,MATIC,0,255.78719386,MATIC
4/05/2022,10:59:59,REWARD,LUNC,,,0.00033944,LUNC,0.03948456,0.000,LUNC,0,2.06676417,LUNC
5/05/2022,10:59:59,REWARD,SOL,,,0.00037662,SOL,0.04863475,0.000,SOL,0,2.29303909,SOL
5/05/2022,10:59:59,REWARD,MATIC,,,0.08403662,MATIC,0.13589067,0.000,MATIC,0,255.87123048,MATIC
5/05/2022,10:59:59,REWARD,LUNC,,,0.00033950,LUNC,0.04098617,0.000,LUNC,0,2.06710367,LUNC
10/05/2022,18:37:30,BUY,BTC,45902.71519405,AUD,0.00974452,BTC,450,0.00005882,BTC,2.69380349,0.00974452,BTC
16/05/2022,15:46:30,BUY,ETH,3022.06366694,AUD,0.03661329,ETH,111.3156,0.00022101,ETH,0.66635925,0.17298632,ETH
17/05/2022,10:59:59,REWARD,SOL,,,0.00030105,SOL,0.02350495,0.000,SOL,0,2.29334014,SOL
17/05/2022,10:59:59,REWARD,MATIC,,,0.06721656,MATIC,0.06584865,0.000,MATIC,0,255.93844704,MATIC
17/05/2022,10:59:59,REWARD,BTC,,,0.000001067,BTC,0.04583946,0.000,BTC,0,0.009745587,BTC
17/05/2022,10:59:59,REWARD,ETH,,,0.00001895,ETH,0.0550106,0.000,ETH,0,0.17300527,ETH
18/05/2022,10:59:59,REWARD,SOL,,,0.00037672,SOL,0.03045463,0.000,SOL,0,2.29371686,SOL
18/05/2022,10:59:59,REWARD,MATIC,,,0.08408648,MATIC,0.08512136,0.000,MATIC,0,256.02253352,MATIC
18/05/2022,10:59:59,REWARD,BTC,,,0.000001334,BTC,0.05734481,0.000,BTC,0,0.009746921,BTC
18/05/2022,10:59:59,REWARD,ETH,,,0.00002368,ETH,0.06977823,0.000,ETH,0,0.17302895,ETH
19/05/2022,10:59:59,REWARD,SOL,,,0.00037678,SOL,0.02744403,0.000,SOL,0,2.29409364,SOL
19/05/2022,10:59:59,REWARD,MATIC,,,0.08411410,MATIC,0.0747946,0.000,MATIC,0,256.10664762,MATIC
19/05/2022,10:59:59,REWARD,BTC,,,0.000001334,BTC,0.05491528,0.000,BTC,0,0.009748255,BTC
19/05/2022,10:59:59,REWARD,ETH,,,0.00002369,ETH,0.06511705,0.000,ETH,0,0.17305264,ETH
20/05/2022,10:59:59,REWARD,SOL,,,0.00037685,SOL,0.02785503,0.000,SOL,0,2.29447049,SOL
20/05/2022,10:59:59,REWARD,MATIC,,,0.08414174,MATIC,0.07966667,0.000,MATIC,0,256.19078936,MATIC
20/05/2022,10:59:59,REWARD,BTC,,,0.000001334,BTC,0.05757621,0.000,BTC,0,0.009749589,BTC
20/05/2022,10:59:59,REWARD,ETH,,,0.00002369,ETH,0.06811563,0.000,ETH,0,0.17307633,ETH
21/05/2022,10:59:59,REWARD,SOL,,,0.00037691,SOL,0.02614827,0.000,SOL,0,2.2948474,SOL
21/05/2022,10:59:59,REWARD,MATIC,,,0.08416938,MATIC,0.07512156,0.000,MATIC,0,256.27495874,MATIC
21/05/2022,10:59:59,REWARD,BTC,,,0.000001335,BTC,0.05512542,0.000,BTC,0,0.009750924,BTC
21/05/2022,10:59:59,REWARD,ETH,,,0.00002369,ETH,0.06575805,0.000,ETH,0,0.17310002,ETH
22/05/2022,10:59:59,REWARD,SOL,,,0.00037697,SOL,0.02708816,0.000,SOL,0,2.29522437,SOL
22/05/2022,10:59:59,REWARD,MATIC,,,0.08419704,MATIC,0.07821923,0.000,MATIC,0,256.35915578,MATIC
22/05/2022,10:59:59,REWARD,BTC,,,0.000001335,BTC,0.05588769,0.000,BTC,0,0.009752259,BTC
22/05/2022,10:59:59,REWARD,ETH,,,0.00002370,ETH,0.06650068,0.000,ETH,0,0.17312372,ETH
23/05/2022,10:59:59,REWARD,SOL,,,0.00037703,SOL,0.02788038,0.000,SOL,0,2.2956014,SOL
23/05/2022,10:59:59,REWARD,MATIC,,,0.08422470,MATIC,0.0798548,0.000,MATIC,0,256.44338048,MATIC
23/05/2022,10:59:59,REWARD,BTC,,,0.000001335,BTC,0.0567046,0.000,BTC,0,0.009753594,BTC
23/05/2022,10:59:59,REWARD,ETH,,,0.00002370,ETH,0.06774394,0.000,ETH,0,0.17314742,ETH
24/05/2022,10:59:59,REWARD,SOL,,,0.00037709,SOL,0.02636498,0.000,SOL,0,2.29597849,SOL
24/05/2022,10:59:59,REWARD,MATIC,,,0.08425237,MATIC,0.07667809,0.000,MATIC,0,256.52763285,MATIC
24/05/2022,10:59:59,REWARD,BTC,,,0.000001335,BTC,0.05512754,0.000,BTC,0,0.009754929,BTC
24/05/2022,10:59:59,REWARD,ETH,,,0.00002370,ETH,0.06662944,0.000,ETH,0,0.17317112,ETH
24/05/2022,16:38:50,BUY,BTC,41510.76423963,AUD,0.00270883,BTC,113.1244,0.00001635,BTC,0.67718863,0.012463759,BTC
25/05/2022,10:59:59,REWARD,SOL,,,0.00037716,SOL,0.02625611,0.000,SOL,0,2.29635565,SOL
25/05/2022,10:59:59,REWARD,MATIC,,,0.08428005,MATIC,0.07770947,0.000,MATIC,0,256.6119129,MATIC
25/05/2022,10:59:59,REWARD,BTC,,,0.000001335,BTC,0.05605983,0.000,BTC,0,0.012465094,BTC
25/05/2022,10:59:59,REWARD,ETH,,,0.00002371,ETH,0.06662699,0.000,ETH,0,0.17319483,ETH
26/05/2022,10:59:59,REWARD,SOL,,,0.00037722,SOL,0.02561876,0.000,SOL,0,2.29673287,SOL
26/05/2022,10:59:59,REWARD,MATIC,,,0.08430774,MATIC,0.07719553,0.000,MATIC,0,256.69622064,MATIC
26/05/2022,10:59:59,REWARD,BTC,,,0.000001336,BTC,0.05605469,0.000,BTC,0,0.01246643,BTC
26/05/2022,10:59:59,REWARD,ETH,,,0.00002371,ETH,0.06515834,0.000,ETH,0,0.17321854,ETH
27/05/2022,10:59:59,REWARD,SOL,,,0.00037728,SOL,0.02271983,0.000,SOL,0,2.29711015,SOL
27/05/2022,10:59:59,REWARD,MATIC,,,0.08433544,MATIC,0.06926633,0.000,MATIC,0,256.78055608,MATIC
27/05/2022,10:59:59,REWARD,BTC,,,0.000001336,BTC,0.05417358,0.000,BTC,0,0.012467766,BTC
27/05/2022,10:59:59,REWARD,ETH,,,0.00002371,ETH,0.05835275,0.000,ETH,0,0.17324225,ETH
28/05/2022,10:59:59,REWARD,SOL,,,0.00037734,SOL,0.02214249,0.000,SOL,0,2.29748749,SOL
28/05/2022,10:59:59,REWARD,MATIC,,,0.08436315,MATIC,0.0684341,0.000,MATIC,0,256.86491923,MATIC
28/05/2022,10:59:59,REWARD,BTC,,,0.000001336,BTC,0.05351495,0.000,BTC,0,0.012469102,BTC
28/05/2022,10:59:59,REWARD,ETH,,,0.00002372,ETH,0.05754281,0.000,ETH,0,0.17326597,ETH
29/05/2022,10:59:59,REWARD,SOL,,,0.00037740,SOL,0.02325466,0.000,SOL,0,2.29786489,SOL
29/05/2022,10:59:59,REWARD,MATIC,,,0.08439086,MATIC,0.06833202,0.000,MATIC,0,256.94931009,MATIC
29/05/2022,10:59:59,REWARD,BTC,,,0.000001336,BTC,0.05380096,0.000,BTC,0,0.012470438,BTC
29/05/2022,10:59:59,REWARD,ETH,,,0.00002372,ETH,0.05845805,0.000,ETH,0,0.17328969,ETH
30/05/2022,10:59:59,REWARD,SOL,,,0.00037747,SOL,0.02344435,0.000,SOL,0,2.29824236,SOL
30/05/2022,10:59:59,REWARD,MATIC,,,0.08441859,MATIC,0.07206987,0.000,MATIC,0,257.03372868,MATIC
30/05/2022,10:59:59,REWARD,BTC,,,0.000001336,BTC,0.05603738,0.000,BTC,0,0.012471774,BTC
30/05/2022,10:59:59,REWARD,ETH,,,0.00002372,ETH,0.06182689,0.000,ETH,0,0.17331341,ETH
31/05/2022,10:59:59,REWARD,SOL,,,0.00037753,SOL,0.02466472,0.000,SOL,0,2.29861989,SOL
31/05/2022,10:59:59,REWARD,MATIC,,,0.08444632,MATIC,0.07681842,0.000,MATIC,0,257.118175,MATIC
31/05/2022,10:59:59,REWARD,BTC,,,0.000001336,BTC,0.05881281,0.000,BTC,0,0.01247311,BTC
31/05/2022,10:59:59,REWARD,ETH,,,0.00002373,ETH,0.06576126,0.000,ETH,0,0.17333714,ETH
31/05/2022,23:15:39,AIRDROP,LUNA,,,0.64167140,LUNA,8.64032556,0.00000000,LUNA,0,0.6416714,LUNA
1/06/2022,10:59:59,REWARD,SOL,,,0.00037759,SOL,0.02402309,0.000,SOL,0,2.29899748,SOL
1/06/2022,10:59:59,REWARD,MATIC,,,0.08447407,MATIC,0.07788595,0.000,MATIC,0,257.20264907,MATIC
1/06/2022,10:59:59,REWARD,BTC,,,0.000001337,BTC,0.05913725,0.000,BTC,0,0.012474447,BTC
1/06/2022,10:59:59,REWARD,ETH,,,0.00002373,ETH,0.06385709,0.000,ETH,0,0.17336087,ETH
2/06/2022,10:59:59,REWARD,SOL,,,0.00037765,SOL,0.0210856,0.000,SOL,0,2.29937513,SOL
2/06/2022,10:59:59,REWARD,MATIC,,,0.08450182,MATIC,0.07106087,0.000,MATIC,0,257.28715089,MATIC
2/06/2022,10:59:59,REWARD,BTC,,,0.000001337,BTC,0.05559118,0.000,BTC,0,0.012475784,BTC
2/06/2022,10:59:59,REWARD,ETH,,,0.00002373,ETH,0.0605833,0.000,ETH,0,0.1733846,ETH
3/06/2022,10:59:59,REWARD,SOL,,,0.00037771,SOL,0.02115584,0.000,SOL,0,2.29975284,SOL
3/06/2022,10:59:59,REWARD,MATIC,,,0.08452958,MATIC,0.07207154,0.000,MATIC,0,257.37168047,MATIC
3/06/2022,10:59:59,REWARD,BTC,,,0.000001337,BTC,0.05627934,0.000,BTC,0,0.012477121,BTC
3/06/2022,10:59:59,REWARD,ETH,,,0.00002374,ETH,0.06001506,0.000,ETH,0,0.17340834,ETH
4/06/2022,10:59:59,REWARD,SOL,,,0.00037778,SOL,0.01955494,0.000,SOL,0,2.30013062,SOL
4/06/2022,10:59:59,REWARD,MATIC,,,0.08455736,MATIC,0.06827105,0.000,MATIC,0,257.45623783,MATIC
4/06/2022,10:59:59,REWARD,BTC,,,0.000001337,BTC,0.05467971,0.000,BTC,0,0.012478458,BTC
4/06/2022,10:59:59,REWARD,ETH,,,0.00002374,ETH,0.057691,0.000,ETH,0,0.17343208,ETH
5/06/2022,10:59:59,REWARD,SOL,,,0.00037784,SOL,0.02010161,0.000,SOL,0,2.30050846,SOL
5/06/2022,10:59:59,REWARD,MATIC,,,0.08458514,MATIC,0.06912801,0.000,MATIC,0,257.54082297,MATIC
5/06/2022,10:59:59,REWARD,BTC,,,0.000001337,BTC,0.05520884,0.000,BTC,0,0.012479795,BTC
5/06/2022,10:59:59,REWARD,ETH,,,0.00002374,ETH,0.05900365,0.000,ETH,0,0.17345582,ETH
6/06/2022,10:59:59,REWARD,SOL,,,0.00037790,SOL,0.02096399,0.000,SOL,0,2.30088636,SOL
6/06/2022,10:59:59,REWARD,MATIC,,,0.08461293,MATIC,0.07320205,0.000,MATIC,0,257.6254359,MATIC
6/06/2022,10:59:59,REWARD,BTC,,,0.000001338,BTC,0.05728433,0.000,BTC,0,0.012481133,BTC
6/06/2022,10:59:59,REWARD,ETH,,,0.00002374,ETH,0.06134513,0.000,ETH,0,0.17347956,ETH
7/06/2022,10:59:59,REWARD,SOL,,,0.00037796,SOL,0.02121753,0.000,SOL,0,2.30126432,SOL
7/06/2022,10:59:59,REWARD,MATIC,,,0.08464072,MATIC,0.06924993,0.000,MATIC,0,257.71007662,MATIC
7/06/2022,10:59:59,REWARD,BTC,,,0.000001338,BTC,0.0547454,0.000,BTC,0,0.012482471,BTC
7/06/2022,10:59:59,REWARD,ETH,,,0.00002375,ETH,0.05754713,0.000,ETH,0,0.17350331,ETH
8/06/2022,10:59:59,REWARD,SOL,,,0.00037802,SOL,0.02028546,0.000,SOL,0,2.30164234,SOL
8/06/2022,10:59:59,REWARD,MATIC,,,0.08466853,MATIC,0.07293863,0.000,MATIC,0,257.79474515,MATIC
8/06/2022,10:59:59,REWARD,BTC,,,0.000001338,BTC,0.05755343,0.000,BTC,0,0.012483809,BTC
8/06/2022,10:59:59,REWARD,ETH,,,0.00002375,ETH,0.06023231,0.000,ETH,0,0.17352706,ETH
9/06/2022,10:59:59,REWARD,SOL,,,0.00037809,SOL,0.02053612,0.000,SOL,0,2.30202043,SOL
9/06/2022,10:59:59,REWARD,MATIC,,,0.08469635,MATIC,0.07136719,0.000,MATIC,0,257.8794415,MATIC
9/06/2022,10:59:59,REWARD,BTC,,,0.000001338,BTC,0.05633946,0.000,BTC,0,0.012485147,BTC
9/06/2022,10:59:59,REWARD,ETH,,,0.00002375,ETH,0.05939284,0.000,ETH,0,0.17355081,ETH
10/06/2022,10:59:59,REWARD,SOL,,,0.00037815,SOL,0.02108095,0.000,SOL,0,2.30239858,SOL
10/06/2022,10:59:59,REWARD,MATIC,,,0.08472418,MATIC,0.07532536,0.000,MATIC,0,257.96416568,MATIC
10/06/2022,10:59:59,REWARD,BTC,,,0.000001338,BTC,0.05655136,0.000,BTC,0,0.012486485,BTC
10/06/2022,10:59:59,REWARD,ETH,,,0.00002376,ETH,0.05970629,0.000,ETH,0,0.17357457,ETH
11/06/2022,10:59:59,REWARD,SOL,,,0.00037821,SOL,0.01999195,0.000,SOL,0,2.30277679,SOL
11/06/2022,10:59:59,REWARD,MATIC,,,0.08475201,MATIC,0.07166209,0.000,MATIC,0,258.04891769,MATIC
11/06/2022,10:59:59,REWARD,BTC,,,0.000001338,BTC,0.05523981,0.000,BTC,0,0.012487823,BTC
11/06/2022,10:59:59,REWARD,ETH,,,0.00002376,ETH,0.0560546,0.000,ETH,0,0.17359833,ETH
12/06/2022,10:59:59,REWARD,SOL,,,0.00037827,SOL,0.01799983,0.000,SOL,0,2.30315506,SOL
12/06/2022,10:59:59,REWARD,MATIC,,,0.08477986,MATIC,0.06298343,0.000,MATIC,0,258.13369755,MATIC
12/06/2022,10:59:59,REWARD,BTC,,,0.000001339,BTC,0.05302522,0.000,BTC,0,0.012489162,BTC
12/06/2022,10:59:59,REWARD,ETH,,,0.00002376,ETH,0.04938471,0.000,ETH,0,0.17362209,ETH
13/06/2022,10:59:59,REWARD,SOL,,,0.00037834,SOL,0.01581601,0.000,SOL,0,2.3035334,SOL
13/06/2022,10:59:59,REWARD,MATIC,,,0.08480771,MATIC,0.05807007,0.000,MATIC,0,258.21850526,MATIC
13/06/2022,10:59:59,REWARD,BTC,,,0.000001339,BTC,0.04908664,0.000,BTC,0,0.012490501,BTC
13/06/2022,10:59:59,REWARD,ETH,,,0.00002377,ETH,0.04606082,0.000,ETH,0,0.17364586,ETH
14/06/2022,10:59:59,REWARD,SOL,,,0.00037840,SOL,0.01498455,0.000,SOL,0,2.3039118,SOL
14/06/2022,10:59:59,REWARD,MATIC,,,0.08483557,MATIC,0.04908896,0.000,MATIC,0,258.30334083,MATIC
14/06/2022,10:59:59,REWARD,BTC,,,0.000001339,BTC,0.04091875,0.000,BTC,0,0.01249184,BTC
14/06/2022,10:59:59,REWARD,ETH,,,0.00002377,ETH,0.03769094,0.000,ETH,0,0.17366963,ETH
15/06/2022,10:59:59,REWARD,SOL,,,0.00037846,SOL,0.01623747,0.000,SOL,0,2.30429026,SOL
15/06/2022,10:59:59,REWARD,MATIC,,,0.08486344,MATIC,0.0512171,0.000,MATIC,0,258.38820427,MATIC
15/06/2022,10:59:59,REWARD,BTC,,,0.000001339,BTC,0.04248119,0.000,BTC,0,0.012493179,BTC
15/06/2022,10:59:59,REWARD,ETH,,,0.00002377,ETH,0.04121533,0.000,ETH,0,0.1736934,ETH
16/06/2022,10:59:59,REWARD,SOL,,,0.00037852,SOL,0.01907957,0.000,SOL,0,2.30466878,SOL
16/06/2022,10:59:59,REWARD,MATIC,,,0.08489133,MATIC,0.05177304,0.000,MATIC,0,258.4730956,MATIC
16/06/2022,10:59:59,REWARD,BTC,,,0.000001339,BTC,0.04275148,0.000,BTC,0,0.012494518,BTC
16/06/2022,10:59:59,REWARD,ETH,,,0.00002378,ETH,0.04125995,0.000,ETH,0,0.17371718,ETH
17/06/2022,10:59:59,REWARD,SOL,,,0.00037858,SOL,0.01620559,0.000,SOL,0,2.30504736,SOL
17/06/2022,10:59:59,REWARD,MATIC,,,0.08491922,MATIC,0.04784806,0.000,MATIC,0,258.55801482,MATIC
17/06/2022,10:59:59,REWARD,BTC,,,0.000001340,BTC,0.03953355,0.000,BTC,0,0.012495858,BTC
17/06/2022,10:59:59,REWARD,ETH,,,0.00002378,ETH,0.03686374,0.000,ETH,0,0.17374096,ETH
18/06/2022,10:59:59,REWARD,SOL,,,0.00037865,SOL,0.01683378,0.000,SOL,0,2.30542601,SOL
18/06/2022,10:59:59,REWARD,MATIC,,,0.08494712,MATIC,0.04801183,0.000,MATIC,0,258.64296194,MATIC
18/06/2022,10:59:59,REWARD,BTC,,,0.000001340,BTC,0.03961509,0.000,BTC,0,0.012497198,BTC
18/06/2022,10:59:59,REWARD,ETH,,,0.00002378,ETH,0.03692677,0.000,ETH,0,0.17376474,ETH
19/06/2022,10:59:59,REWARD,SOL,,,0.00037871,SOL,0.01684011,0.000,SOL,0,2.30580472,SOL
19/06/2022,10:59:59,REWARD,MATIC,,,0.08497502,MATIC,0.04082418,0.000,MATIC,0,258.72793696,MATIC
19/06/2022,10:59:59,REWARD,BTC,,,0.000001340,BTC,0.03536613,0.000,BTC,0,0.012498538,BTC
19/06/2022,10:59:59,REWARD,ETH,,,0.00002379,ETH,0.03253768,0.000,ETH,0,0.17378853,ETH
19/06/2022,22:22:55,BUY,BTC,28502.78776986,AUD,0.00725375,BTC,208,0.00004379,BTC,1.24513564,0.019752288,BTC
20/06/2022,10:59:59,REWARD,SOL,,,0.00037877,SOL,0.01787217,0.000,SOL,0,2.30618349,SOL
20/06/2022,10:59:59,REWARD,MATIC,,,0.08500294,MATIC,0.04503726,0.000,MATIC,0,258.8129399,MATIC
20/06/2022,10:59:59,REWARD,BTC,,,0.000001340,BTC,0.03817477,0.000,BTC,0,0.019753628,BTC
20/06/2022,10:59:59,REWARD,ETH,,,0.00002379,ETH,0.03656889,0.000,ETH,0,0.17381232,ETH
21/06/2022,10:59:59,REWARD,SOL,,,0.00037883,SOL,0.01943788,0.000,SOL,0,2.30656232,SOL
21/06/2022,10:59:59,REWARD,MATIC,,,0.08503087,MATIC,0.04928296,0.000,MATIC,0,258.89797077,MATIC
21/06/2022,10:59:59,REWARD,BTC,,,0.000001340,BTC,0.03933293,0.000,BTC,0,0.024822008,BTC
